index,post,label
5148,i mean they intentionally chose this house knowing there were white people living there,0
5149,some of the first symbols used to portray the sun god is a circle with a cross inside,0
5150,do you see this symbol any ware,0
5151,the doctors of ju ju and voodoo seem to have left their mud huts and moved into office buildings built by white people in cities built by white people,1
5152,now there s a medical advancement to think about,0
5153,the story is available from the below link which in turn came from ap,0
5154,http www whitewire net index php p 82 more 82 who says that dr pierce did n t accurately predict the future in the turner diaries,0
5155,i have just added treblinka by carlo mattogno extermination camp or transit camp,0
5156,i plan to add a few more books today as well,0
5157,mitt is that you,0
5158,i live for the day that some genetic lottery winner is dumb enough to call me a peasant,0
5159,all i can do is hope and take care of my white family by working hard and makeing money so we can all be comfortable for christmas,0
5160,i can go on forever talking about how to protect white europe but everyone on stormfront knows my mentality already,0
5161,we do need to stop judging each other and get o line for an hour and go do something positive in our area lets talk solution not petty diferences,0
5162,ignorant racist black lady wants free water flv youtube black guy goes crazy at popeye 39 s youtube old racist black lady cursing out white folks on train,0
5163,youtube ghetto black lady vs liquor store youtube,0
5164,i think whites should home school their children if at all possible,0
5165,the school systems are broken,0
5166,even the best teachers have to play by their rules so it does n t do much good for them to be there,0
5167,youtube fight at chuck e cheese in california,0
5168,youtube chucky cheese brawl fight yeah never taking my kids there if and when i have kids,0
5169,the guy in this is acting,0
5170,again i appreciate the contributions to this thread but videos like this have no value here,0
5171,more on jamaica youtube fighting rages in jamaica notice that this video was made by al jazera major chimpout warning,0
5172,graphic youtube video jamaica stay wallin rasta man chops taxi man with a machette in broad daylight,0
5173,the one thing the enemy does n t want is a motivated and unifed white world wide network that is both rich in money and ideas,0
5174,more negro savagery youtube detroit 3 black males murder pregnant white woman,1
5175,youtube black kid sets teacher on fire,0
5176,youtube detroit gang battle at funeral,0
5177,youtube white family beaten by mob of blacks youtube black gang in des moines iowa chants it s beat whitey night as they assault white people youtube black man punches blind white woman on bus,0
5178,the islamic disease is even more dangerous than the more obvious black or yellow disease,1
5179,those islamic disease tend to mimic whites or copy white concepts in various forms and many of them are light skin and even looked like whites,0
5180,ive got nothing against it but i prefer one,0
5181,never date outside your race someone on this site has it on their posts,0
5182,the legacy of dr william pierce i know hadding and will williams and others are working hard on this project to bring articles written by dr pierce from the printed page to being put online for all to read,0
5183,a noble effort,0
5184,race consciousness and the determination to preserve our own is part of our nature being in essence a defining feature of the aryan spirit,0
5185,my old high school that i graduated from has sold its soul to the devil,0
5186,this is the main logo when you sign on to their website,0
5187,the white males are made out the be dumb while the black male is made out to be the smart one of the group,0
5188,construction workers react to wrecking ball youtube,0
5189,white babies are by far our nation s most precious resource,0
5190,help your race your cultural heritage and your genes survive have children,0
5191,stupid white man makes vacation get away in living room,0
5192,intelligent masculine black fed ex man comes to save the day and explain how stupid the white man is,0
5193,all the time the white wife is drooling over him and flirting with him,0
5194,gatsby coram stoney westmoreland fedex commercial vacation at home youtube,0
5195,looking at things it was shown up till about a three thousand years ago no mongoloids existed in the tairm basen area,0
5196,the whole area was aryan,0
5197,i wonder what is under the gobi,0
5198,personally i think this whites becoming the minority thing is being used by our enemies to discourage white voter turn out,0
5199,i wonder how much of this sort of behavior by gates and his clique of social elites is because humans have an instinct to protect their position once they make top dog in a hierarchy,0
5200,these two elements in your comment are quite baffling,0
5201,how can you advocate for ns and simultaneously declare its core defining principle a blasphemy,0
5202,this is a sad reality it is sad to read some peoples stories makes me know how good i ve got it and not to take things for granted,0
5203,well i could give you another word for the female version of that part of the anatomy it begins with a c ends with a t and has the letters un in between but the language filters wo n t let me,0
5204,r i p my brothers and sisters for you are all heroes to me i need say no more cause actions speak louder than words,0
5205,it s probably a combination of the sexual tastes of homosexuals toward the adolescent in the agency and the racial agenda of liberals in the agency,1
5206,in memory of deputy james mcgrane who was shot and killed while conducting a traffic stop by known gang member and mexican pos michael paul astorga,0
5207,michael paul astorga astorga is set to go on trial around the beginning of the year and the da is seeking the death penalty,0
5208,full story http www abqtrib com news 2006 mar uring traffic http www abqtrib com news 2006 apr ion of return http www abqtrib com news 2006 apr us officials http www abqtrib com news 2006 apr ted on murder http www abqtrib com news 2007 aug astorga case,0
5209,i go through this thread once a week to check the links,0
5210,no matter how many times i browse through it its impact does n t lessen,0
5211,daniel ramsey shot and killed in his own house in front of his wife on valentine s day by two negro burglars,0
5212,more info in the ethnic crime report,0
5213,wait until the 1950s and 60s generation dies off lol,0
5214,then your gonna see what hell is like,0
5215,the nra may no longer exist,0
5216,ukraine needs to rid itself of these jewish oligarchs,1
5217,they have no allegiance to ukraine their allegiance is to their god of money power and the eternal enslavement of the hated goyim,1
5218,well its strange that s tesak start anti gay pedo video near the same moment when putin do the anti gay propagand law,0
5219,long live holy mother russia,0
5220,thank you for your support and thank you for everything else,0
5221,cheers brothers russia serbia 4ever,0
5222,youtube x202a kolovrat kosovski front x202c lrm,0
5223,the russian navy tall ship was on display in san francisco a few years ago,0
5224,i was amazed how young and skinny those cadets were,0
5225,pallada photos san francisco bay,0
5226,no it s untrue,0
5227,this story could came from the very twisted news of the first days when hostages were taken,0
5228,in these days media reported about the group of armed russians in the caucasus supposed to be cossacks which were headind to a chechen refugee camp with unknown goals,0
5229,they were stopped by army patrols,0
5230,but i m also sceptical for this story,0
5231,after one day there wasn t a byte of new information about this,0
5232,when kursk was sunken in august of 2000 we all heard during the first days that the radio link with sub is already established as well as oxygen sypply link,0
5233,it s hard to believe anyone except the people you know or your own eyes,0
5234,such is the sign of our time,0
5235,she is ukrainian,0
5236,see her in other pictures and you will see how she is a typical slavic,0
5237,americans acting like they know what they re talking about,0
5238,sorry to hear about this attack on your girlfriend and i hope she makes a complete recovery,0
5239,i hope the filthy scumbags who did this get what they deserve,0
5240,well actually young people can be converted with ease,0
5241,about half of internet users are youth so it s worth a try,0
5242,angry sheboon trashes liquor store,1
5243,over two thousand dollars damage and several hours to clean up,0
5244,female negro is sorry owner pressing charges anyway baltimoresun com,0
5245,about those training i never realized they had all that equipment,0
5246,is it a good idea for them to release all these videos,0
5247,i mean who knows should n t they watch out they might end up on a terrorism blacklist,0
5248,nothing too major here,0
5249,just another sexual predator running loose,0
5250,refusing to register as sex offender after molesting a 14 year old girl,0
5251,get the dogs out and track him down i say,0
5252,edgefielddaily com l wanted sex offender,0
5253,but i wanted to be friends with them too,0
5254,if only we had more friends that we could count on through thick and thin like balije,0
5255,croats were so fortunate to have such reliable allies,0
5256,justin butler 28 and briana adams 21 coalburner each face a criminal abuse charge after police say the couple s infant child was found with six healing rib fractures and a broken femur http www lex18 com news couple fac with injuries,0
5257,the barbarians are at it again,0
5258,leaves me to no surprise,0
5259,they will kill there own just as fast as they would kill there enemy,1
5260,quote boyhowdy 8475764 quote killed were joshua pennington 27 of east earl township linda lapp and her husband samuel both 48 and residents of new holland and amy wilhelm 50 and her husband dennis butch wilhelm 43 of manheim township,0
5261,read more charges in deadly wreck that killed 5 motorcyclists lancasteronline com news crash takes injured woman s fiancé mom lancasteronline com news,0
5262,and i also hope that thing like that is not gonna happen with our brothers from belarus and ukraine who are also working illegaly on construction jobs,0
5263,a teacher at a baton rouge elementary school was arrested just two hours into his first day on the job tuesday,0
5264,damian brown 26 was taken into custody by east baton rouge parish sheriff s deputies and charged with identity theft after officials at scotlandville elementary say he put three different social security numbers on his applications,0
5265,http www wafb com global story asp s 11397795 robinson had allegedly tried to sell the 225 pound piece of artillery but hurlee grew suspicious and called the sheriff s office,0
5266,robinson ended up hawking the cannon to top paid scrap a salvage company in the 13000 block of chef menteur highway in eastern new orleans according to a new orleans police report filed in conjunction with robinson s arrest,0
5267,http www nola com crime index ssf 0 post_48 html joy lynn aikens 39 was arrested tuesday by louisiana state police,0
5268,she became a suspect when two people contacted the department of revenue claiming an agency employee requested credit card information when they called to make payments on their accounts,0
5269,http www wafb com global story asp s 11394504,0
5270,were you to ever witness the fighting unto death displayed by game fowl you d soon discover that theres nothing chicken about chickens,0
5271,i wish more mods saw it the way you did so that my friend lycurgus might one day find himself unmoderated,0
5272,i doubt it though,0
5273,his style of posting is unique and unappreciated,0
5274,this is off topic but since you brought that forth i suppose that you have to be answered,0
5275,an average modern greek without special education can understand 80 of the original text of the new testament written in hellenistic greek approximately two thousand years ago,0
5276,again the same average person without special education can understand 40 of the text of the iliad written in archaic ionian greek approximately two thousand nine hundred years ago,0
5277,i imagine that modern italians can understand most of any given late latin text written approximately two thousand years ago without any problems,0
5278,now young man,0
5279,when i was at your age i had to work for every penny i spent and i had to walk to school kilometers a day and,0
5280,tch tch tch,0
5281,i think i heard that sweden and norway have mtv now do finland or the baltic states get that garbage yet,0
5282,swedish land perhaps,0
5283,jodr sounds much like jord meaning earth land,0
5284,but on a humourous note it could also mean burnt earth svidd jord,0
5285,this is a dynamite site i ran across about a year ago http www geocities com yosemite 4466 it s about one fellows adventures at thule air base back in the late 60 s,0
5286,great pictures and commentary,0
5287,interesting article about what to do with these evil persons who keep telling the truth and who don t want to surrender in danish,1
5288,i would like to know how are the nationalists parties going on in the five countries of this beautiful part of europe called scandinavia,0
5289,well i heard that the airport is in the process of implementing their new security procedures and subsequently did n t have an x ray device or metal detector,0
5290,finns and sweds can become even closer after this and we can start to become true brethren nations like we always should have been,0
5291,i would like to knock a lot of people s heads together but i only have two hands,0
5292,no more about this in this thread please,0
5293,talk about something nice,0
5294,i allways stare at them first with very serious eyes and from long distance,0
5295,then they show some shame in their face and turn away their eyes and do not disturb me with their staring,0
5296,lervik does not sound like a name on a person but is rather a name on place,0
5297,it means muddy bay,0
5298,i m not sure,0
5299,i have read that one of the suspects was blond and in another article they were described them as pale youngsters,0
5300,unless i m looking at the wrong pictures ari looks more white than the crown prince and looks more nordic than his wife,0
5301,indeed i have n t seen or heard machines raping or robbing people in the streets of stockholm yet non european immigrants however,1
5302,according to dup northern ireland minister nelson mccausland northern ireland minister calls on ulster museum to promote creationism politics the guardian hmm,0
5303,i just cannot understand someone wanting to risk losing their lives or limbs halfway around the world in a conflict that does not concern ireland at all,0
5304,the only time i will be willing to sacrifice that is in a fight for ireland or a fight to defend ireland,0
5305,it was stormfront been shown on tv3 that made m join the site,0
5306,so even if it was shown n a bad light i would hope it would bring lots more new members as the time has come to show the non white races that we can only take so much before we raise up,1
5307,heard about this a while back,0
5308,was hoping it would be to commemorate the plantation as a dark part of our history but it appears to be celebrating it,0
5309,funny how they cant send someone to get pics of this so called nazi gang attacking people in the city centre sounds like more hype and nonsense,0
5310,im surprised c18 wasnt mentioned they always are when the ob smash the evil neo nazis yellow press at its best,1
5311,yeah if i can get time off work for it,0
5312,i wonder if they ll let me keep the extra euro if i say i m unwaged,0
5313,the fact that these people are trying to do the same thing to ireland as they have in america and britain and everywhere else they have set foot,0
5314,i do n t think anyone here is saying that the polish are on the same level as blacks,0
5315,no white person should ever be compared to a black and other useless races,1
5316,i m studying here,0
5317,and i guess there s nothing wrong in it,0
5318,the thing i was asking if it is alright if i remain here afterwards,0
5319,you may want to cut down on the milk too if you watch this,0
5320,youtube milk the deadly poison watch this,0
5321,i would prefer to get the lot of us together and tackle the real enemies of northern ireland and the republic of ireland ergo the island of ireland and the enemy is n t each other my brothers and sisters,0
5322,the most common definition of racist is someone with white skin,0
5323,if you re white you re instantly a racist no matter what you do or say,0
5324,for god s sake nobody cares about this childish personal crap,0
5325,take it somewhere else and stop wasting space,0
5326,hopefully someone will moderate this thread,0
5327,mr a was correct again,0
5328,not only did he not sell a car he ended up in court and 500euro lighter in the pocket from his latest meeting with a negro,0
5329,is that overweight fat useless bitch blind,1
5330,what good are these scammers to the country who broke eu law to come here,1
5331,as a white nationalist i personally would not pay to watch the likes of that drug addict amy winehouse or scum like rage against the machine,0
5332,i would like to hear this,0
5333,i ll host it for a spell if anyone wants to send it to me,0
5334,i have much unused bandwidth,0
5335,this is precisely the frustration that brings any white person round to white nationalism so obviously you are in exactly the right place,0
5336,and a damn fine job of it for sure,0
5337,dare i say the whole world is now looking to ireland with much pride,0
5338,israel arrests him i bet lentin and co are very happy all students looking in see what scum the jews are details here www normanfinkelstein com,1
5339,and jewish he s a member of the jewish community that come here at the turn of the century,0
5340,1900 s i mean,0
5341,he was one of the greatest men to ever draw breath on this planet,0
5342,i believe another leader will arise but it is going to get as lot worse beforehand,0
5343,the sad fact is that this is how he and his arab brethren would see her kind too,0
5344,will they ever learn 16,0
5345,and that goes for eastern europeans and asians as well,0
5346,all schools in ireland should be segregated,0
5347,if teachers have to focus extra attention on foreigners because they cannot speak english properly it will be the indigenous irish students who will suffer,0
5348,i have been thinking about ireland as a place to settle and refuge for the white race,0
5349,the snake should be chased out again,0
5350,a certain person would want to shut his mouth that person going on about stuff from 1930 had no right to post that information leo would not be impressedwww muslimsout org,0
5351,they do n t like cold weather that much either i hear so that would explain iceland s purity lets hope global warming is not for real so,0
5352,check this video out sf we must welcome africans with open arms they have every right to be in ireland,0
5353,http www youtube com watch v 0ljpk elated search,0
5354,you got that right in one go lets hope he gets well soon and on his way home if you do n t have these apes in your great country then count your blessings,1
5355,i have no problem eating foreign food what i have a problem is is handing over my money to foreigners there is no reason you should hate any foods just beacuse some other race found out a nice way to prepare it,0
5356,i registered to make comment but there appear to have a critical error o dear,1
5357,they sound so naive when will they learn that these people do not want to intergrate just accumulate,1
5358,good to see wn is back in limerick it might counter balance some of the bleeding hearts down here who thought it was fashionable to have ethnic diversity badboybillx,0
5359,did anyone go to this last night,0
5360,i heard their was 5000 people at it,0
5361,thats got to be a exaggeration right,0
5362,i do n t think so,0
5363,why is rugby dominated by whites,0
5364,because white peoples build is more suited to rugby stronger upperbody endurance etc,0
5365,soccer is the black mans game as they are so many of them playing soccer in poportion to whites,0
5366,i m sure gaelic games especially hurling would be too rough for them also,0
5367,i am looking for a website that will sell and deliver flags to ireland,0
5368,anyone in ireland who has got some flags please say where you got them because i want some too,0
5369,i suggest you go away and get an education new grange built in 3200bc is the oldest building in europe,0
5370,the irish brought christianity and learning to pagan britain posted in reply to brs deleted post,0
5371,i would love to visist ireland and eventually move there,0
5372,your more than welcome if your predominantly irish in ancestry,0
5373,uh oh looks like the mods are all away on summer vacation are any of those anti leftist comments by you guys living in america this board is starting to give me hope,0
5374,all those evil irish ignorant racists 2508,0
5375,uh oh bad move there mr king,0
5376,i expect there will be half a dozen posters getting up on their soapboxes awful quickly,0
5377,well done to all the people in ireland let s hope this is just the start of people waking up to the dangers of a mulitracial society,0
5378,www natall com,0
5379,yeah hell on earth,0
5380,i feel like i should pull out my passport when i want into walmart with all the ing pakis and in there,1
5381,i finally heard back from the child development today,0
5382,my son will be scheduled to have his first assesment around september sometime,0
5383,it has only taken 14 months to arrive to this point,0
5384,looks like some jews good broken into their car and garage i just had to laugh when saw this,1
5385,police investigating hate crime at toronto home ctv toronto news,0
5386,it would be far from the first time jews come up with a fake hate crimes and besides all they do in general so they re guilty until proven innocent,1
5387,plus who leaves their car open at night and in the city,0
5388,nice to see another maritimer the south shore is a beautiful place i ride down that way a lot on my harley i live in the annapolis valley,0
5389,i m in a canadian city of about 30 000,0
5390,conservative and white,0
5391,if there is a non white in town everyone knows about it,0
5392,watching out for anti whites if you have info on anti whites send it to this site i am sure there are lots of you out there with info on anti whites so send it in,0
5393,anti white watch,1
5394,has anyone been back to this zoo lately,0
5395,this used to be a nice white city lots of german immigrants etc,0
5396,i am reminded of a quote i heard from a fellow white nationalist said that you do not clean up a pile of while being in the middle of it,1
5397,sad but true,0
5398,meanwhile back in their ancestral homelands their races are and will always remain the overwhelming majority,0
5399,also if they get fed up with multiculturalism they at least have a country they can go back to which is set up just for their race,0
5400,that s not even close to what he was doing,0
5401,a more apt analogy would be if he went to a party and showed up to find a small group of whites standing around while darkies kept pouring through the door and acting like they owned the place so he joined some of the whites in complaining about it,0
5402,i saw a white person in scarborough once,0
5403,we stopped and looked at each other like wtf,0
5404,white person before hurrying to catch the ttc out of scarborough,0
5405,i remember this story from last christmas,0
5406,the gift that keeps giving,0
5407,here is where she was going to be out on the streets last year https www stormfront org forum t1008885,0
5408,any ns government that has them views are dangerous to their own people because they would decide who is worthy and unworthy and would make them king maker to decide that,0
5409,never know they could find you or me or anyone else undesirable in their eyes,0
5410,i would n t say i m looking at things too literally,0
5411,i see no reason to believe that the verse says anything other then it s god doing those things,0
5412,you may aswell start up a party called british racist party the word fascist is deemed as bad if not worse,0
5413,you cannot buy an identity or even work your balls off for nothing for one,0
5414,these here parents need to go home and get one,0
5415,they are no better than their daughters they should have disowned them instead of parading a kid around town that looks nothing like them,1
5416,http exopolitics blogs com files eu collective pdf have a read this was wrote in the 70s,0
5417,in this text there is a table of how they are going to destroy our culture and implement their communist state,0
5418,when i first saw this advertised it cracked me up the fact that the white kid was made to look like an antagonist also just added to the laughs,0
5419,six years old our granddaughter came home from school today and announced i m a muslim,0
5420,her dad is going to school with her tomorrow,0
5421,it seems to mean anything that involves some place where the true white brit can meet and enjoy themselves is gradualy being shut or knocked down probably replace them with mosques,0
5422,sounds just like leicester mate still what about our porr comrades that live in brighton when there look out there window there see the sight of 50 thousand queers there all strtting there on the street,1
5423,i used to post on here a few years back as kruger but for some reason i cant register with that name so here goes with the new one 88 to all i know and to those i will meet,0
5424,i would like to say a very big welcome to all our new members i have not been around of late but hopefully i will be back here on a more regular basis,0
5425,i will endeavour at some point to go back through to where i left off greet each of our new members by way of a personal message,0
5426,the census results will be released next year,0
5427,i wonder how they ll paint them up plus the 1million or more illegals who are working in the service industry living in their bosses cupboards,1
5428,send me your phone i ll call you when u i land in heathrow i m just gonna leave all of my money and all improvements i ve made here,0
5429,gotta travel light governor,0
5430,a lurker from down under a grandson of a royal marine green beret whom stormed normandy and served in the pacific,0
5431,fight proud england fight,0
5432,they may be on to something gay men will marry your girlfriends youtube p s please do n t bite my head off this is mostly for entertainment purposes,0
5433,you need to wish them well and get on with your life start a family of your own that s coming from someone who is working on the second part of what i told ya,0
5434,scumbag swine churchill,0
5435,he and roosevelt deserve to die a thousand deaths,0
5436,let them their families and anyone who knows or like them have their children burn in front of them and watch their flesh melt off of their bodies,0
5437,welcome to sf britain great white brit i must say the influx of new members so far this month is very good news,0
5438,how about sticking the word hate on the police report and get the sentence quadrupled,0
5439,i have to wonder exactly how far the indoctrination is going these days for such a hateful and sickening reaction to a free mind,0
5440,im with you here i see it day in day out like everyone else its easy to sit back and watch but together we are strong and its good to be with like minded people,0
5441,hi i just popped in for a minute to say a quick hello to the gamekeeper from a friend in belfast,0
5442,how are you mate,0
5443,liberals change the facts to fit their deluded narrative intelligent people change the narrative to fit the facts,1
5444,the greatest result of this is that their narrative will become so estranged from the truth it will help wake people up,0
5445,thank you reaction65,0
5446,im just glad there is a platform for us like minded whites to talk openly about the troubles we face without being dragged through the courts on hate charges,0
5447,it was the same men who did all of it is what i m saying,0
5448,you cannot judge the country and its people on those men alone,0
5449,it was not multiple gangs,0
5450,welcome to fritz klingingberg loyaldefender c13 and anyone else who may have started posting recently,0
5451,i hope you all stick around on sf and become involved stay involved with nationalist politics,0
5452,http www natfront com join html,0
5453,i was trying to find out if the egyptians were white or not and my search brought me to a thread on this site,0
5454,mass media academia plus the news and entertainment in which parents allow actually allow their children to watch and be educated with is a massive problem,0
5455,you re bang on,0
5456,that is the nwo beast,0
5457,this is my first post,0
5458,will someone kindly tell me how to enter my signature,0
5459,i have searched the user cp section but cannot find any way to do it,0
5460,was walking through tooting broadway in sw london a couple of weeks ago was the only white dude around and all i could see was nigs and pakis walking down the street spitting made me feel ill,1
5461,we should be able to have guns in the uk most of the criminals have them so why not we need to protect ourselfs as well,0
5462,i think this member meant this for stress relief,0
5463,i used to know several guys at various times turn to this for this purpose,0
5464,kurds in berlin germany watch thousands of kurdish protesters rally in berlin youtube and hamburg germany see hamburg swamped in anti is global action day youtube munich zwei zwillings paare kommen munter und gesund zur welt mã 1 4 nchen bild de,0
5465,old postcard of zebowice zembowitz fohrendorf in upper silesia it is the town with the largest percentage of the german minority in poland,0
5466,it s their birth rate that people always forget,0
5467,in africa it is traditional to have lots of children and they bring that with them to europe,0
5468,it s a pity that for many people here things are that simple when it s about poland,0
5469,imagine that someone tells that it s your fault because you provoked russians or some similar idiotic bullcrap,0
5470,please feel welcome to learn more about the history of the macedonian patriotic organization its traditional bulgarian character and the activities this organization provided for the community and its goals and purposes of today,0
5471,looking at this thread slavs have some of the most beautiful nature on this planet,0
5472,lets keep it that way and not destroy it check out this ice cave in dobšiná its frigging cold in there,0
5473,if i was ukrainian i d sign a pact with devil himself to get rid of jewdo islam putinistan aka russian federation,1
5474,we spoke once about our own sub forum but answer was strict,0
5475,there are no plans for any new sub forums on sf europe,0
5476,so it s not enough professor ratajczak s life was destroyed when he was fired some filthy desert rat from israel still had to go kill him,1
5477,woman get shot by a unseen shooter probably hide in the building in an attempt to dissuad protester to take this building,0
5478,other shooting at protester shooting to people in kiev,0
5479,video deleted reupload please please people make maximum stuff graphics wall painting video and stuff dont let media and internet censorship minimize this affair,0
5480,north irish militants forcing police from their homes police in northern ireland are being forced to flee their homes by nationalist militants stepping up attacks on a force they consider to be a symbol of british rule a police official said on wednesday,0
5481,http ca reuters com article topnews idcatre75s52620110629,0
5482,one day when true people come to power in italy they will have to go back where they came from italy to italians,1
5483,that s vile but i ca n t say it s a big shock their culture seems to glorify that sort of behaviour,1
5484,let s not start spreading those croatian lies about serbs being mixed with gypsy s and turks look we are both christian white slavs,0
5485,i have a feeling though that propaganda photos like these will have the reverse of the desired effect,0
5486,there are lot s of asiatic people besides turks,0
5487,my last post here if you do n t post in macedonian thread,0
5488,saysay jpg say say with a candle 2 jpg this is my nearly 3 year old cat called say say,0
5489,his full name is saylum,0
5490,sorry i did n t get too cut her this weekend she was sick,0
5491,i was actually scared a few times,0
5492,she was dragging her blanket around and went in the closet to get her warm sweater,0
5493,as a matter of fact i do kinda notice that among them,0
5494,it s usually the gangstas that use this pose and some scene kids but even scene kids listen to c rap hip hop so,0
5495,haha doze gangstaas don kno sheeeeiit bout pimpin,0
5496,it s mein kampf and no he never said anything about killing every jew on the earth like the jews claim he wanted to do,0
5497,as long as she does n t look like she just came off the set for a rap video or wears sweatpants in public i m pretty flexible,0
5498,it could just be vanity and not wanting to be seen wearing a hearing aid as maybe they see it as an old persons thing,0
5499,the ability to run really quietly and lots of chloroform,0
5500,you gotta surprise them else they get away,0
5501,works for me,0
5502,few pics taken this summer,0
5503,eeeeh that was a great summer,0
5504,my friend mar with nice blue eyed cat,0
5505,me and pawel,0
5506,mine was when i was about 5 or 6 she was the same age julie was her name blond and used to hum while eating i remember the kiss was in the bushes behind a garden last i heard she became a jehovas witness ah well,0
5507,i believe bound for glory is an oi band similar to rahowa or skrewdriver,0
5508,someone can correct me if i m wrong,0
5509,that or they where just lazy and did n t want to digg two graves for a fallen soldier,0
5510,it was a brutal war,0
5511,it looks like everyone got haircuts at the door except you and your friend,0
5512,that lady is short next to everyone else,0
5513,is that sign like passop danger,0
5514,just badly spelt like everything else in holland,0
5515,my god look who just finished his taco for lunch,0
5516,guess you must have forgotten engles from lack of use try it is espagnol,0
5517,j a friend of mine had a new car and brought it to jiffy lube and they forgot to put oil in it,0
5518,8000 later paid for byjiffylube his car was as good as new,0
5519,yes there s many of us in the chicago area,0
5520,in fact cyberfascist and i were trying to figure out a good spot for us to all meet,0
5521,very nice i have a problem with clutter in my room i would need to throw a hell of a lot out to make mine over but good job,0
5522,hey maybe we can meet before i go back to school if you want to just pm me and i can give you my aim yahoo msn icq whatever 2508,0
5523,well it was only an animal instinct,0
5524,as i have say they do not think their acts as humans do,0
5525,some humans do not think them too sometimes,0
5526,hey whats up i m new on here and i would like to have someone to talk to so hit me back for whatever,0
5527,hi its great to hear from all of u,0
5528,sry i didnt respond sooner but right now im using free aol accounts,0
5529,hi read your post and my name is james from australia and would like to well write to such a pleasent person as yourself have a nice day,0
5530,hello from gainesville i lived in orlando for about 4 months good money bartending at the bbq bar but too many rican sharps ugh 88 14 jj,0
5531,lookin for white friends online i m from mexico and i would like to meet people interested in nordic black metal and the holocaust so we can send mails to each other attack,0
5532,i live in stevens point,0
5533,there have been more people coming on this board that live in the central wisconsin area since i have started coming on here,0
5534,i live in so cal and it is always nice to know that i have another white friend around,0
5535,wanna talk im or pm me,0
5536,well sounds like were looking for the same thing but i have no idea if this is actually going to you lol,0
5537,well hey as a skinhead of the holy war myself you have no need to start a gruop just join up with the out law church of the creator attack,0
5538,hey im from manhattan its really rough havin beliefs like us and living in a city like new york if anybody would like to meet or talk to a white nationalist neo confederate klansman teenager from manhattan just email me sk8terxxl aol com,0
5539,if any one has any info on the austin texas band straight laced any info please contact me at skinranger yahoo com white power 88,0
5540,hey hows are you i live in georgia if you wanna talk just p m me like to talk to you maybe ill see you in powderly ky for nordicfest,0
5541,hi im 20 year old male in louisville kentucky and havent found one skin or even any1 proud of being white is there anymore like me out there,0
5542,hail im just looking for like minded white brothers and sisters from arond my area to meet or anyone else for that matter hope to hear from you,0
5543,i m from france but it s so hard to find any people who are proud to be white and who share the same ideas than me let me know,0
5544,looking for a white only female for friendship or more must have strong moral background and a sound beleif in the white race lets talk,0
5545,i only just got done reading about it presumably after it was already wrapped up and the cake cut,0
5546,but may you always love each other the way you have loved each other today,0
5547,i m looking for a white enchanting girl that i can have by my side through the thick filth that us americans go through and the best of times aswell,1
5548,i m 19 150lbs green eyes light brown hair good features good looking to myself and maybe to you k i t emerald714 hotmail com,0
5549,want someone who will be a friend and a girlfriend and that will like me for me and not walk all over me i like the outdoors camping hiking movies my fav color is white and like country music and i also like tattoos,0
5550,hi my name is chris i m 35 looking for white ladies to go on dates with that are devoted to one man,0
5551,i m single and live in elizabeth nj,0
5552,i want to meet a single girl in alberta that has the same ideas as me and wants to meet a 26 y old guy if your out there let me know,0
5553,hi i live in florida dont worry i dont have a boyfriend not that no one will ask me out but they are all lovers,0
5554,i m not sure if these people are in your area but they re in pa american nationalist union p o box 426 allison park pa 15101 http www anu org,0
5555,i would say bro since no one responded thats not a good sign hehehe talk to you soon and i hope your brother is doing good,0
5556,congrats and i hope you both have very happy and long lives together,0
5557,may the gods and goddesses watch over you both,0
5558,i wonder why he is not on their list he hates jews,0
5559,i guess they would not want to offend an ape,1
5560,bunch of phonies,0
5561,this morning i found a video that was quite interesting as it demonstrated how this question frequently comes up even after serious crimes,0
5562,https www youtube com channel ucyw jscw1szbhztunw,0
5563,it is nearing the end of 2013 so soon i will be starting a thread for the new year,0
5564,merry christmas and happy yule,0
5565,my theory is that diversity is not as popular as the wagon burners on unity north dakota would have us believe,0
5566,see unitynd com,0
5567,hell i d rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy eyed stare,1
5568,is it hansel and gretel where the clever young german kids throw the evil old witch into her own oven and cook her,0
5569,i do programming in php mysql and system admin for networks,0
5570,my specialty is network security,0
5571,i can do server audits remotely without being on site,0
5572,i heard the feds got him because he ate a chocolate bar and they charged him with racist eating lol now im sure he is ok atleast i hope so i look forward to his reading his wisdom as often as he posts it,0
5573,this is from the archive of stormfront s advance scout forum which is solely devoted to the organizing strategy of ple legionism,0
5574,surely there s middle ground between completely anonymous keyboarding and losing blood,0
5575,i d like a cozy house with an outdoor fire pit for parties and grilling for instance lol,0
5576,yea thanks for the information as i said in my p m i actully knew nothing of the squatting movement back then and always thought that in modern times it had always been the preserve of small groups of extreme anarchists,0
5577,i m in la,0
5578,looking to become more active and make more friends in the white nationalist community in southern california,0
5579,please message me,0
5580,if only they had cheap cameras you could hide in your baseball cap,0
5581,all of these events would have made great tv,0
5582,these are excellent points including that detail about shooting a documentary,0
5583,the person who does that will also make history in his or her field,0
5584,the sad fact is thesame thing goes on worldwide,0
5585,in america we have hate crime laws,0
5586,it is hate if we disagree with this ethnic scum and no hate crime if they attack us,1
5587,i need to know if any whites lives in the la mirada area i just moved there and i dont know anyone,0
